Id,CustomerId,Dauer,Transaktionsvolumen,Vertriebsweg,Reklamation,Kreditrating,Geschlecht,Alter,Versicherungstyp,Versicherungssumme,Gehalt,Wechsel
5532,15602572,kurz,mittel,digital,nicht vorgefallen,720,Male,33.0,9,0,14295648,kein Wechsel
4592,15658475,kurz,gering,digital,vorgefallen,834,Male,36.0,8,14288249,8998302,Wechsel
2727,15581748,lang,mittel,digital,nicht vorgefallen,754,Male,57.0,2,10113487,7095441,kein Wechsel
987,15613749,durchschnittlich,gering,digital,vorgefallen,569,Male,34.0,0,15183926,10229981,kein Wechsel
3565,15598700,durchschnittlich,mittel,analog,nicht vorgefallen,676,Female,30.0,5,0,1578885,kein Wechsel
8368,15637690,lang,gering,digital,vorgefallen,622,Female,34.0,7,9867574,13890685,Wechsel
269,15799217,lang,gering,digital,vorgefallen,791,Female,35.0,7,524362,16105175,kein Wechsel
9894,15704795,kurz,mittel,digital,nicht vorgefallen,521,Female,77.0,6,0,490541,kein Wechsel
9749,15767594,kurz,mittel,digital,nicht vorgefallen,533,Female,35.0,8,0,18790012,kein Wechsel
8944,15752312,durchschnittlich,mittel,digital,nicht vorgefallen,551,Male,49.0,1,15077772,13575727,kein Wechsel
4595,15782360,lang,gering,digital,nicht vorgefallen,743,Male,65.0,2,13193551,9639967,Wechsel
3875,15605036,durchschnittlich,gering,digital,nicht vorgefallen,704,Female,37.0,9,15561958,13508858,kein Wechsel
3632,15684696,durchschnittlich,gering,digital,vorgefallen,560,Female,26.0,3,11657645,15756737,kein Wechsel
8540,15728709,lang,mittel,analog,vorgefallen,484,Male,40.0,7,10690142,11804598,kein Wechsel
371,15774696,lang,mittel,analog,nicht vorgefallen,640,Female,75.0,1,10630791,11342877,kein Wechsel
2061,15710295,lang,mittel,digital,vorgefallen,445,Female,38.0,6,11941362,17575636,kein Wechsel
3269,15774744,lang,mittel,digital,vorgefallen,664,Male,33.0,7,9728616,14343333,kein Wechsel
9939,15808971,durchschnittlich,mittel,digital,nicht vorgefallen,693,Female,57.0,9,0,13550277,kein Wechsel
9066,15725509,lang,mittel,digital,nicht vorgefallen,662,Male,30.0,5,11528668,14958792,kein Wechsel
9296,15702442,lang,mittel,digital,nicht vorgefallen,586,Female,56.0,9,10078175,5444841,kein Wechsel
8198,15733888,durchschnittlich,gering,digital,vorgefallen,668,Female,36.0,3,13368652,19095848,Wechsel
6029,15669011,kurz,gering,analog,nicht vorgefallen,659,Female,44.0,9,2350331,16986201,kein Wechsel
6400,15585907,durchschnittlich,mittel,analog,vorgefallen,676,Female,30.0,5,0,17906658,kein Wechsel
3496,15812324,kurz,mittel,digital,nicht vorgefallen,779,Male,27.0,1,0,19062302,kein Wechsel
4958,15594502,kurz,mittel,digital,vorgefallen,655,Male,37.0,6,10909341,177552,kein Wechsel
2472,15623196,kurz,gering,digital,nicht vorgefallen,686,Male,38.0,6,14923897,9782523,kein Wechsel
2743,15658889,kurz,gering,digital,vorgefallen,689,Male,22.0,4,13644425,5198025,Wechsel
8543,15702601,lang,mittel,analog,nicht vorgefallen,680,Male,30.0,4,10830027,4438457,Wechsel
5302,15636700,kurz,gering,analog,nicht vorgefallen,701,Male,39.0,9,14023698,14665199,kein Wechsel
3851,15697597,kurz,gering,analog,nicht vorgefallen,631,Male,26.0,1,14914461,12369795,kein Wechsel
8080,15668775,kurz,gering,digital,vorgefallen,757,Male,47.0,3,1307471,14382954,Wechsel
9067,15684645,lang,mittel,digital,vorgefallen,704,Male,41.0,9,6207821,12905067,kein Wechsel
9030,15799635,durchschnittlich,gering,analog,vorgefallen,577,Male,51.0,2,1088670,14080066,Wechsel
3196,15675791,kurz,mittel,digital,vorgefallen,610,Male,36.0,4,1294403,10263835,kein Wechsel
1212,15813590,durchschnittlich,mittel,digital,vorgefallen,610,Male,42.0,6,0,15830259,kein Wechsel
2646,15582944,durchschnittlich,mittel,digital,vorgefallen,425,Female,39.0,5,0,14094147,kein Wechsel
9477,15592104,kurz,gering,analog,vorgefallen,655,Female,41.0,5,0,365480,Wechsel
1184,15755649,lang,gering,digital,vorgefallen,584,Male,47.0,7,13053877,9291584,Wechsel
4634,15583353,durchschnittlich,gering,digital,vorgefallen,610,Female,45.0,3,0,3827684,Wechsel
5600,15596713,kurz,mittel,digital,nicht vorgefallen,786,Male,37.0,7,16589622,6697768,kein Wechsel
8397,15720155,lang,gering,analog,nicht vorgefallen,630,Male,29.0,6,13135439,932431,Wechsel
6562,15797475,kurz,gering,digital,vorgefallen,720,Male,44.0,3,8610227,18013488,Wechsel
6869,15654457,durchschnittlich,hoch,digital,nicht vorgefallen,685,Female,30.0,2,0,17257643,Wechsel
7298,15789865,kurz,gering,analog,nicht vorgefallen,620,Male,28.0,9,7190252,19020823,kein Wechsel
5501,15796496,kurz,gering,digital,vorgefallen,631,Female,31.0,8,13768772,19006712,kein Wechsel
1155,15768006,kurz,gering,digital,vorgefallen,729,Male,34.0,3,1523038,1212869,kein Wechsel
8585,15737047,kurz,gering,digital,vorgefallen,754,Female,45.0,6,0,7388168,Wechsel
7190,15774262,lang,mittel,digital,nicht vorgefallen,597,Male,52.0,8,8369334,16108353,kein Wechsel
4471,15642824,durchschnittlich,mittel,analog,nicht vorgefallen,826,Female,56.0,8,1745061,16180282,kein Wechsel
8432,15582519,kurz,gering,analog,nicht vorgefallen,479,Male,47.0,6,12179709,58119,Wechsel
3594,15578369,lang,gering,digital,vorgefallen,652,Female,37.0,9,1452193,15913283,Wechsel
9906,15776518,kurz,gering,digital,nicht vorgefallen,579,Female,38.0,4,17573936,19313055,kein Wechsel
5566,15796015,lang,gering,analog,nicht vorgefallen,633,Male,42.0,3,12604102,1179689,Wechsel
9418,15643794,durchschnittlich,gering,digital,nicht vorgefallen,639,Female,27.0,2,0,8293899,kein Wechsel
6328,15629545,durchschnittlich,gering,analog,vorgefallen,790,Female,41.0,7,10950868,8677638,kein Wechsel
4441,15628279,kurz,mittel,digital,nicht vorgefallen,624,Female,38.0,3,0,16366685,kein Wechsel
4853,15614740,kurz,mittel,digital,nicht vorgefallen,684,Female,41.0,6,13520381,12196788,kein Wechsel
5483,15666032,durchschnittlich,gering,analog,vorgefallen,568,Male,28.0,1,12728928,4561151,kein Wechsel
7662,15650591,lang,gering,digital,nicht vorgefallen,809,Male,50.0,10,11809862,10072002,Wechsel
1988,15657107,durchschnittlich,gering,digital,vorgefallen,563,Female,46.0,8,10617168,1631455,Wechsel
2170,15662151,kurz,gering,analog,nicht vorgefallen,554,Male,40.0,4,0,16878004,kein Wechsel
5074,15672397,kurz,gering,analog,vorgefallen,598,Male,38.0,0,12548789,15811171,kein Wechsel
1472,15729956,durchschnittlich,gering,digital,nicht vorgefallen,726,Female,26.0,1,8078016,1922585,kein Wechsel
7814,15598338,lang,mittel,analog,vorgefallen,647,Female,33.0,3,16856046,9027016,kein Wechsel
7853,15746674,kurz,gering,digital,vorgefallen,730,Female,47.0,7,0,3337326,Wechsel
5363,15663410,durchschnittlich,hoch,digital,nicht vorgefallen,771,Male,51.0,5,13550658,15247964,Wechsel
3058,15744279,durchschnittlich,mittel,digital,nicht vorgefallen,680,Female,58.0,8,0,657085,kein Wechsel
5288,15652180,kurz,mittel,digital,nicht vorgefallen,582,Male,30.0,2,0,13202995,kein Wechsel
4839,15649150,kurz,gering,digital,vorgefallen,531,Female,53.0,5,12764244,14150145,Wechsel
8160,15576990,lang,gering,digital,vorgefallen,790,Female,25.0,5,15288577,5821479,kein Wechsel
3293,15691863,kurz,mittel,digital,nicht vorgefallen,751,Female,39.0,3,0,8417534,kein Wechsel
1207,15594864,lang,gering,digital,nicht vorgefallen,752,Male,30.0,4,8152338,3688585,kein Wechsel
1921,15638355,kurz,gering,analog,vorgefallen,658,Female,35.0,5,12639766,15636158,Wechsel
2546,15755178,kurz,hoch,digital,nicht vorgefallen,660,Male,50.0,1,0,19184915,Wechsel
7980,15627517,durchschnittlich,gering,analog,vorgefallen,497,Male,27.0,7,14940027,16752219,kein Wechsel
2846,15674950,lang,mittel,digital,vorgefallen,544,Male,39.0,4,14240643,14663745,kein Wechsel
267,15777076,kurz,mittel,digital,vorgefallen,651,Male,36.0,7,0,1389831,kein Wechsel
7185,15686885,lang,mittel,analog,nicht vorgefallen,777,Male,44.0,3,12465559,797923,kein Wechsel
817,15806438,lang,gering,analog,vorgefallen,580,Female,42.0,2,12333136,10351608,Wechsel
7124,15697460,lang,mittel,analog,nicht vorgefallen,596,Male,34.0,4,9944121,480227,kein Wechsel
4277,15797910,lang,gering,digital,nicht vorgefallen,775,Male,51.0,2,12378325,13490157,kein Wechsel
3709,15812616,kurz,gering,digital,vorgefallen,707,Female,49.0,10,0,8296797,Wechsel
8863,15781129,durchschnittlich,mittel,digital,nicht vorgefallen,687,Male,38.0,8,694344,6658013,Wechsel
5353,15782181,durchschnittlich,gering,digital,vorgefallen,592,Male,35.0,6,8028516,7267875,Wechsel
5936,15773723,durchschnittlich,gering,digital,nicht vorgefallen,588,Female,22.0,9,6717819,16353475,Wechsel
729,15612525,kurz,gering,analog,vorgefallen,499,Female,57.0,1,0,13137238,Wechsel
7386,15664083,lang,gering,analog,nicht vorgefallen,666,Female,37.0,2,15846876,9326601,kein Wechsel
8076,15590349,kurz,gering,analog,vorgefallen,732,Female,36.0,9,0,37490,Wechsel
4380,15812241,lang,gering,digital,vorgefallen,438,Male,59.0,7,12719714,5156598,Wechsel
8462,15778481,kurz,gering,digital,nicht vorgefallen,817,Male,59.0,1,11896258,12081958,kein Wechsel
8352,15641413,lang,mittel,digital,vorgefallen,587,Female,49.0,7,15539398,133082,Wechsel
7869,15693771,durchschnittlich,gering,digital,vorgefallen,651,Female,45.0,8,959229,8478242,kein Wechsel
1526,15781210,kurz,mittel,analog,vorgefallen,711,Male,34.0,8,0,4826019,kein Wechsel
5663,15765287,kurz,mittel,digital,vorgefallen,850,Female,38.0,2,0,901507,kein Wechsel
6942,15617206,lang,mittel,digital,vorgefallen,431,Male,42.0,8,12082286,12615324,kein Wechsel
3299,15724527,kurz,mittel,digital,nicht vorgefallen,825,Male,34.0,9,0,3193306,kein Wechsel
32,15750181,lang,mittel,analog,vorgefallen,553,Male,41.0,9,11011254,8189881,kein Wechsel
142,15628145,kurz,gering,digital,nicht vorgefallen,682,Female,43.0,5,12585193,19331833,kein Wechsel
1933,15815560,lang,gering,digital,nicht vorgefallen,666,Male,74.0,7,1051025,4617247,kein Wechsel
201,15622911,kurz,gering,analog,nicht vorgefallen,759,Male,42.0,4,10542018,12140906,kein Wechsel
1117,15592583,kurz,hoch,analog,vorgefallen,731,Female,47.0,1,11541419,19173467,Wechsel
7943,15774250,kurz,gering,digital,vorgefallen,532,Male,42.0,1,15902471,10098293,Wechsel
7377,15592999,kurz,gering,digital,nicht vorgefallen,691,Female,40.0,0,11546598,6062261,kein Wechsel
2268,15777553,kurz,gering,digital,vorgefallen,659,Female,56.0,9,12378524,9950403,Wechsel
290,15652266,lang,gering,analog,nicht vorgefallen,703,Male,42.0,9,632270,13731632,kein Wechsel
2118,15774857,kurz,mittel,digital,vorgefallen,460,Female,27.0,7,0,15615008,Wechsel
6331,15701074,lang,gering,digital,nicht vorgefallen,629,Male,35.0,8,11233083,9100102,kein Wechsel
2784,15642202,lang,mittel,analog,nicht vorgefallen,821,Female,37.0,5,10645353,1274130,kein Wechsel
1106,15618182,kurz,mittel,analog,vorgefallen,678,Female,38.0,2,0,11506899,kein Wechsel
6500,15625964,kurz,gering,analog,vorgefallen,582,Female,43.0,5,15331367,17056373,kein Wechsel
9693,15728963,lang,gering,analog,vorgefallen,617,Female,51.0,10,16727371,9343975,Wechsel
1537,15732448,kurz,gering,digital,nicht vorgefallen,821,Female,28.0,8,0,3675413,kein Wechsel
6338,15784161,lang,gering,analog,vorgefallen,583,Male,39.0,8,10294501,5286189,Wechsel
1341,15609824,kurz,hoch,digital,vorgefallen,794,Female,41.0,7,17684541,16652626,Wechsel
1632,15745827,kurz,gering,digital,vorgefallen,617,Male,30.0,3,13200577,14294039,kein Wechsel
3615,15639357,kurz,hoch,analog,vorgefallen,415,Male,46.0,9,13495019,17858736,Wechsel
6058,15684868,lang,gering,digital,vorgefallen,668,Male,56.0,9,11099379,13439664,Wechsel
2409,15735522,lang,mittel,analog,vorgefallen,654,Male,37.0,2,14561007,18630059,kein Wechsel
2491,15764174,durchschnittlich,mittel,digital,nicht vorgefallen,612,Female,26.0,4,0,17978074,kein Wechsel
7343,15763194,kurz,mittel,analog,nicht vorgefallen,643,Male,34.0,7,0,10030413,kein Wechsel
8378,15701319,lang,mittel,digital,nicht vorgefallen,614,Female,37.0,6,9634081,13937724,Wechsel
6920,15773394,kurz,mittel,digital,nicht vorgefallen,644,Male,38.0,3,0,7992841,kein Wechsel
2241,15633112,lang,mittel,digital,vorgefallen,681,Male,42.0,3,11819997,945288,Wechsel
936,15613630,kurz,gering,digital,nicht vorgefallen,775,Male,52.0,8,10992261,9682332,Wechsel
6080,15725945,durchschnittlich,gering,analog,vorgefallen,659,Female,42.0,2,0,16273431,Wechsel
1003,15701301,kurz,mittel,analog,vorgefallen,646,Female,42.0,3,1751599,6712448,kein Wechsel
9993,15569266,kurz,gering,digital,vorgefallen,644,Male,28.0,7,15506041,2917952,kein Wechsel
6898,15760924,durchschnittlich,gering,analog,vorgefallen,575,Male,41.0,2,10006239,12630725,Wechsel
1567,15683124,kurz,gering,analog,vorgefallen,713,Male,53.0,6,1150294,19152132,Wechsel
4041,15742504,kurz,mittel,digital,vorgefallen,593,Male,36.0,2,7018148,8060812,kein Wechsel
693,15740900,kurz,mittel,digital,nicht vorgefallen,589,Male,34.0,6,0,17789692,kein Wechsel
1978,15792329,lang,mittel,digital,vorgefallen,494,Male,37.0,5,10710633,17206309,kein Wechsel
9548,15758513,kurz,mittel,digital,vorgefallen,569,Male,43.0,7,0,5253481,kein Wechsel
8063,15663888,lang,mittel,digital,vorgefallen,549,Male,34.0,6,2040174,10953835,kein Wechsel
1957,15674922,kurz,gering,digital,nicht vorgefallen,710,Male,54.0,6,17113762,16702395,kein Wechsel
1318,15665077,kurz,hoch,digital,nicht vorgefallen,598,Female,43.0,5,0,10072272,Wechsel
7991,15787710,durchschnittlich,mittel,digital,vorgefallen,427,Female,39.0,9,0,2836837,kein Wechsel
7609,15796787,kurz,gering,digital,vorgefallen,681,Male,46.0,0,10596942,577156,kein Wechsel
1783,15693381,durchschnittlich,mittel,analog,nicht vorgefallen,533,Male,38.0,1,13528933,15295633,kein Wechsel
7404,15694677,kurz,mittel,digital,nicht vorgefallen,733,Male,39.0,1,0,14184131,kein Wechsel
2406,15725039,durchschnittlich,gering,digital,nicht vorgefallen,702,Male,32.0,8,7166774,12608218,kein Wechsel
4210,15731117,durchschnittlich,gering,digital,vorgefallen,437,Male,28.0,2,10916125,15298742,kein Wechsel
4589,15611961,kurz,mittel,digital,vorgefallen,615,Male,35.0,7,0,15078429,kein Wechsel
6303,15591169,lang,gering,digital,vorgefallen,788,Female,49.0,4,13745599,18417829,Wechsel
3212,15747097,kurz,gering,digital,nicht vorgefallen,611,Male,35.0,10,0,2359823,Wechsel
688,15802741,kurz,gering,digital,vorgefallen,625,Female,51.0,7,13629497,3886746,Wechsel
5167,15587174,kurz,mittel,digital,nicht vorgefallen,726,Male,29.0,7,0,9184414,kein Wechsel
8762,15765173,kurz,gering,analog,vorgefallen,350,Female,60.0,3,0,11379615,Wechsel
8682,15590676,kurz,gering,digital,vorgefallen,735,Male,34.0,1,14179643,4585849,kein Wechsel
4175,15693376,durchschnittlich,mittel,digital,nicht vorgefallen,741,Male,43.0,0,0,292063,kein Wechsel
2845,15812513,lang,gering,digital,vorgefallen,599,Male,45.0,10,10358305,13212769,Wechsel
4224,15735270,durchschnittlich,gering,digital,vorgefallen,767,Male,47.0,2,0,4816118,Wechsel
3812,15790267,kurz,gering,analog,nicht vorgefallen,625,Female,40.0,7,14126767,17739749,kein Wechsel
6466,15763683,lang,gering,digital,nicht vorgefallen,678,Male,32.0,4,13962601,11823552,Wechsel
3119,15663161,lang,gering,analog,vorgefallen,680,Female,51.0,5,14313987,4779543,Wechsel
2301,15757577,kurz,mittel,digital,nicht vorgefallen,676,Female,61.0,8,0,11852273,kein Wechsel
5514,15773283,kurz,gering,digital,vorgefallen,641,Male,65.0,6,3834002,3260777,Wechsel
1494,15808189,kurz,mittel,analog,nicht vorgefallen,449,Male,52.0,6,0,1236220,kein Wechsel
3397,15691624,kurz,mittel,digital,vorgefallen,820,Male,33.0,2,13215026,2306797,kein Wechsel
5471,15623202,lang,mittel,digital,vorgefallen,704,Female,39.0,10,10255618,17197125,Wechsel
9221,15576216,lang,gering,digital,vorgefallen,655,Female,37.0,4,10886276,7955508,Wechsel
2146,15594349,kurz,gering,analog,nicht vorgefallen,850,Male,49.0,5,12248647,5974819,kein Wechsel
6633,15729110,durchschnittlich,mittel,digital,vorgefallen,729,Female,42.0,7,0,582682,Wechsel
5383,15586425,kurz,mittel,digital,nicht vorgefallen,579,Male,28.0,4,0,17692569,kein Wechsel
8975,15763415,lang,gering,digital,nicht vorgefallen,567,Male,41.0,0,13437889,10574694,Wechsel
4112,15763107,kurz,gering,digital,nicht vorgefallen,700,Female,30.0,9,0,17497164,kein Wechsel
7392,15795079,durchschnittlich,mittel,digital,nicht vorgefallen,596,Male,67.0,6,0,13835074,kein Wechsel
337,15648064,kurz,mittel,digital,vorgefallen,649,Male,33.0,2,0,201098,kein Wechsel
7254,15701081,kurz,gering,analog,nicht vorgefallen,785,Male,36.0,2,0,618111,kein Wechsel
9893,15598331,kurz,gering,digital,vorgefallen,764,Female,40.0,9,10048053,12409569,kein Wechsel
5068,15717879,durchschnittlich,gering,digital,nicht vorgefallen,712,Female,79.0,5,10807856,17411893,kein Wechsel
9367,15785024,kurz,gering,digital,vorgefallen,629,Female,40.0,9,13740919,1758777,Wechsel
7826,15647838,lang,gering,digital,vorgefallen,648,Female,51.0,2,11657484,412104,Wechsel
650,15730447,kurz,mittel,digital,nicht vorgefallen,629,Female,49.0,4,0,19633548,kein Wechsel
4276,15623478,lang,mittel,analog,nicht vorgefallen,670,Female,32.0,4,10295468,13494245,kein Wechsel
2152,15630698,kurz,gering,analog,nicht vorgefallen,745,Female,55.0,9,11012359,5154814,Wechsel
1755,15778410,durchschnittlich,gering,analog,nicht vorgefallen,533,Female,52.0,7,0,19411399,Wechsel
7080,15719940,lang,mittel,analog,vorgefallen,628,Female,51.0,10,11528049,1262861,Wechsel
1545,15673908,lang,gering,digital,nicht vorgefallen,602,Female,42.0,6,15841485,13188646,kein Wechsel
1725,15574879,lang,mittel,analog,nicht vorgefallen,631,Female,37.0,2,12180172,2314662,kein Wechsel
2835,15812917,durchschnittlich,mittel,digital,nicht vorgefallen,653,Male,35.0,6,11666296,2386421,kein Wechsel
9522,15664504,kurz,mittel,digital,nicht vorgefallen,418,Male,35.0,7,0,8887815,kein Wechsel
8041,15701439,durchschnittlich,sehr hoch,digital,vorgefallen,698,Female,50.0,1,0,885669,Wechsel
3948,15743818,durchschnittlich,mittel,analog,nicht vorgefallen,748,Male,58.0,9,1223307,12442919,kein Wechsel
2612,15588446,durchschnittlich,mittel,analog,vorgefallen,550,Male,34.0,3,0,13128128,kein Wechsel
4315,15763980,lang,gering,digital,nicht vorgefallen,632,Male,30.0,1,5866802,7867052,kein Wechsel
2932,15724858,kurz,gering,digital,vorgefallen,688,Female,54.0,9,0,19121263,Wechsel
8763,15665159,kurz,mittel,digital,nicht vorgefallen,727,Male,61.0,0,12821396,18872908,Wechsel
3082,15759066,kurz,gering,digital,vorgefallen,483,Female,44.0,5,13683649,1923599,Wechsel
4190,15659568,durchschnittlich,gering,digital,nicht vorgefallen,850,Female,31.0,3,12123765,3102256,kein Wechsel
2154,15721426,lang,hoch,analog,vorgefallen,606,Male,65.0,10,12630664,786168,Wechsel
9795,15738980,kurz,mittel,digital,vorgefallen,506,Male,43.0,2,0,1055686,kein Wechsel
2847,15678572,durchschnittlich,mittel,digital,vorgefallen,529,Male,38.0,7,998425,9025606,Wechsel
9602,15603135,lang,gering,analog,vorgefallen,634,Female,59.0,3,9572705,979394,Wechsel
245,15797219,kurz,gering,digital,vorgefallen,635,Female,40.0,10,12349758,13195323,Wechsel
5344,15566269,kurz,mittel,digital,vorgefallen,787,Male,25.0,5,0,473079,kein Wechsel
7355,15623072,durchschnittlich,mittel,digital,vorgefallen,529,Female,35.0,5,0,565180,kein Wechsel
3141,15769596,lang,mittel,analog,vorgefallen,710,Female,24.0,2,11040744,1583243,Wechsel
5280,15694129,lang,gering,digital,vorgefallen,569,Female,28.0,3,10003252,515921,Wechsel
3485,15728456,kurz,gering,digital,vorgefallen,604,Male,33.0,3,0,4217113,Wechsel
6506,15702095,durchschnittlich,gering,digital,vorgefallen,585,Female,56.0,1,1284728,18647691,Wechsel
4440,15760121,kurz,gering,digital,vorgefallen,712,Male,32.0,9,10060602,16569306,kein Wechsel
3535,15626882,durchschnittlich,gering,digital,nicht vorgefallen,662,Male,37.0,5,9490109,4823375,kein Wechsel
820,15596939,lang,mittel,digital,vorgefallen,659,Male,36.0,4,13257892,8432094,kein Wechsel
7335,15679394,kurz,gering,digital,nicht vorgefallen,651,Female,41.0,4,386172,1048768,kein Wechsel
9976,15656062,kurz,gering,digital,vorgefallen,637,Female,33.0,7,10337781,8441978,kein Wechsel
5088,15734610,kurz,hoch,digital,vorgefallen,543,Male,42.0,4,8983871,8598354,Wechsel
4975,15573278,kurz,mittel,digital,vorgefallen,743,Male,39.0,6,0,4426528,kein Wechsel
4434,15568429,durchschnittlich,mittel,digital,vorgefallen,633,Female,46.0,3,0,12025058,kein Wechsel
6329,15661198,lang,gering,digital,nicht vorgefallen,727,Male,34.0,2,14640711,7207372,kein Wechsel
7929,15598892,kurz,mittel,analog,vorgefallen,828,Male,30.0,4,7307018,16167115,kein Wechsel
7483,15784526,kurz,gering,analog,nicht vorgefallen,616,Male,44.0,5,10201638,17823537,Wechsel
9079,15730488,durchschnittlich,gering,analog,nicht vorgefallen,516,Female,27.0,1,0,11231115,kein Wechsel
7705,15647306,kurz,gering,digital,nicht vorgefallen,777,Female,29.0,9,13124061,16374609,Wechsel
4864,15783225,kurz,gering,digital,vorgefallen,737,Male,54.0,9,0,834704,Wechsel
5161,15772250,durchschnittlich,gering,analog,vorgefallen,842,Male,46.0,9,0,1726802,kein Wechsel
5164,15624323,kurz,mittel,digital,nicht vorgefallen,642,Male,36.0,4,0,19522491,kein Wechsel
5031,15680517,lang,gering,digital,nicht vorgefallen,769,Female,34.0,7,13723917,7137992,Wechsel
1946,15698321,lang,mittel,digital,nicht vorgefallen,648,Male,34.0,3,9503973,14705587,kein Wechsel
3811,15589428,kurz,mittel,digital,vorgefallen,756,Female,42.0,9,0,3567342,kein Wechsel
538,15794142,lang,hoch,analog,nicht vorgefallen,564,Female,62.0,5,11493135,1826098,Wechsel
1659,15741429,durchschnittlich,mittel,digital,nicht vorgefallen,680,Female,31.0,9,11982575,1011393,kein Wechsel
3007,15697997,kurz,gering,analog,nicht vorgefallen,602,Male,33.0,5,16470438,1807161,kein Wechsel
406,15578045,durchschnittlich,gering,analog,vorgefallen,538,Female,49.0,9,14143404,17377925,Wechsel
2722,15675422,kurz,gering,digital,nicht vorgefallen,544,Female,32.0,9,11072839,1455962,kein Wechsel
2372,15578297,lang,gering,digital,vorgefallen,737,Female,43.0,1,12553738,13851001,Wechsel
6769,15625929,kurz,gering,analog,vorgefallen,762,Female,44.0,7,15931664,2478013,kein Wechsel
104,15804919,durchschnittlich,gering,digital,nicht vorgefallen,670,Female,65.0,1,0,17765568,Wechsel
8051,15697801,lang,mittel,digital,nicht vorgefallen,605,Female,56.0,1,7412918,6219978,Wechsel
4242,15746553,lang,gering,analog,nicht vorgefallen,526,Male,50.0,5,12423324,15945687,Wechsel
516,15752081,kurz,hoch,analog,nicht vorgefallen,468,Female,56.0,10,0,6225687,Wechsel
722,15736879,kurz,mittel,analog,vorgefallen,669,Male,23.0,1,0,6608883,kein Wechsel
7172,15682540,kurz,mittel,digital,nicht vorgefallen,602,Female,33.0,8,0,11292874,kein Wechsel
1194,15573769,kurz,mittel,digital,vorgefallen,764,Female,24.0,7,0,18610599,kein Wechsel
1572,15725141,kurz,gering,digital,vorgefallen,716,Female,44.0,3,10952828,2734163,kein Wechsel
8623,15666197,lang,gering,digital,vorgefallen,430,Female,38.0,8,15305864,9937727,Wechsel
8436,15617538,durchschnittlich,mittel,analog,vorgefallen,834,Male,40.0,7,0,4503874,kein Wechsel
3259,15778830,kurz,mittel,digital,vorgefallen,841,Male,31.0,2,0,17324052,kein Wechsel
271,15619955,lang,hoch,digital,vorgefallen,733,Male,34.0,3,10033796,4855919,Wechsel
7953,15608209,lang,mittel,digital,vorgefallen,622,Male,33.0,3,9692612,4855377,kein Wechsel
2629,15711789,durchschnittlich,gering,analog,vorgefallen,768,Female,42.0,3,0,16124299,Wechsel
8985,15802118,durchschnittlich,gering,digital,nicht vorgefallen,664,Male,41.0,7,12342869,16492411,kein Wechsel
3729,15697702,durchschnittlich,mittel,digital,vorgefallen,730,Male,29.0,2,0,1417409,kein Wechsel
8170,15641366,lang,gering,analog,nicht vorgefallen,599,Male,61.0,1,12473796,9038961,Wechsel
7590,15568819,lang,hoch,digital,nicht vorgefallen,619,Female,42.0,8,13279604,19182135,Wechsel
467,15593782,lang,hoch,digital,vorgefallen,816,Female,38.0,5,13087875,7190577,Wechsel
5368,15745326,kurz,gering,analog,vorgefallen,538,Female,62.0,3,7505149,1768202,Wechsel
4693,15713594,kurz,gering,digital,vorgefallen,543,Female,32.0,7,14725686,11277195,kein Wechsel
5157,15751185,durchschnittlich,gering,digital,vorgefallen,699,Female,50.0,0,15863361,19378587,kein Wechsel
959,15628034,kurz,gering,digital,nicht vorgefallen,629,Female,37.0,6,1291013,2397133,kein Wechsel
3824,15728167,kurz,gering,analog,vorgefallen,667,Male,44.0,2,12280695,1512086,kein Wechsel
4367,15675854,durchschnittlich,gering,analog,nicht vorgefallen,573,Male,50.0,0,15930407,15591524,Wechsel
2000,15613656,kurz,gering,digital,nicht vorgefallen,842,Male,58.0,1,6349294,8317219,kein Wechsel
2965,15654574,lang,mittel,digital,vorgefallen,499,Male,36.0,5,13114253,17491846,kein Wechsel
6325,15615797,lang,gering,digital,nicht vorgefallen,743,Male,59.0,5,10858535,19212722,Wechsel
4979,15792250,lang,gering,digital,nicht vorgefallen,616,Female,45.0,4,12279396,6200204,Wechsel
1662,15800229,lang,gering,analog,nicht vorgefallen,695,Male,40.0,7,13902224,19338313,kein Wechsel
2506,15679642,durchschnittlich,mittel,digital,nicht vorgefallen,695,Male,44.0,8,0,7097413,kein Wechsel
1082,15663438,durchschnittlich,gering,digital,vorgefallen,688,Male,36.0,0,897723,17738368,Wechsel
6043,15760851,kurz,mittel,digital,vorgefallen,629,Male,31.0,6,0,9388175,kein Wechsel
3589,15785406,kurz,gering,analog,vorgefallen,446,Female,51.0,4,10505613,7061352,Wechsel
7047,15731586,durchschnittlich,mittel,analog,vorgefallen,785,Female,31.0,2,12169154,8177872,kein Wechsel
1160,15719348,kurz,gering,digital,vorgefallen,513,Male,35.0,8,0,7664029,Wechsel
8531,15663987,durchschnittlich,hoch,digital,vorgefallen,723,Male,30.0,1,0,16464772,Wechsel
7516,15748649,kurz,gering,digital,vorgefallen,644,Male,40.0,8,9318319,7388249,kein Wechsel
630,15712403,kurz,gering,digital,vorgefallen,589,Female,61.0,1,0,6110856,Wechsel
1919,15739858,kurz,gering,digital,nicht vorgefallen,618,Male,56.0,7,0,14240027,Wechsel
713,15716164,kurz,gering,digital,vorgefallen,501,Female,41.0,3,1442605,17211467,kein Wechsel
