PhraseId,Phrase,Sentiment
49661,The film has a childlike quality about it .,2
49668,"There 's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes .",1
49699,Broomfield has a rather unique approach to documentary .,3
49707,"-LRB- There 's -RRB- quite a bit of heart , as you would expect from the directors of The Little Mermaid and Aladdin .",3
49730,Never inspires more than an interested detachment .,1
49738,Combines a comically dismal social realism with a farcically bawdy fantasy of redemption and regeneration .,3
49758,"If `` Lilo & Stitch '' is n't the most edgy piece of Disney animation to hit the silver screen , then this first film to use a watercolor background since `` Dumbo '' certainly ranks as the most original in years .",4
49800,"Indeed , the more outrageous bits achieve a shock-you-into-laughter intensity of almost Dadaist proportions .",3
49816,"A grating , emaciated flick .",1
49823,Dense and thoughtful and brimming with ideas that are too complex to be rapidly absorbed .,2
49839,"It ai n't art , by a long shot , but unlike last year 's lame Musketeer , this Dumas adaptation entertains .",3
49860,What 's missing in Murder by Numbers is any real psychological grounding for the teens ' deviant behaviour .,0
49880,The Master of Disguise is awful .,0
49884,"Nelson 's intentions are good , but the end result does no justice to the story itself .",1
49900,"A hypnotic portrait of this sad , compulsive life .",3
49911,"-LRB- The film -RRB- tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end , it 's impossible to ascertain whether the film is , at its core , deeply pessimistic or quietly hopeful .",3
49951,Troubling and powerful .,3
49955,Director Douglas McGrath takes on Nickleby with all the halfhearted zeal of an 8th grade boy delving into required reading .,0
49980,What 's infuriating about Full Frontal is that it 's too close to real life to make sense .,1
49997,Piccoli gives a superb performance full of deep feeling .,4
50007,-LRB- Stevens is -RRB- so stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits .,1
50041,Funny and also heartwarming without stooping to gooeyness .,3
50049,Most of the dialogue made me want to pack raw dough in my ears .,0
50063,A sincere but dramatically conflicted gay coming-of-age tale .,2
50070,A wild ride of a movie that keeps throwing fastballs .,3
50078,It 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring .,0
50098,"A very slow , uneventful ride around a pretty tattered old carousel .",1
50112,"Although Olivier Assayas ' elegantly appointed period drama seems , at times , padded with incident in the way of a too-conscientious adaptation ... its three-hour running time plays closer to two .",3
50140,"Like life on the island , the movie grows boring despite the scenery .",0
50153,Jones has delivered a solidly entertaining and moving family drama .,4
50162,An intriguing near-miss .,2
50166,"Scooby-Doo does n't know if it wants to be a retro-refitting exercise in campy recall for older fans or a silly , Nickelodeon-esque kiddie flick .",1
50195,... del Toro maintains a dark mood that makes the film seem like something to endure instead of enjoy .,1
50214,Sometimes shorter is better .,2
50218,"Peter Jackson and company once again dazzle and delight us , fulfilling practically every expectation either a longtime Tolkien fan or a movie-going neophyte could want .",4
50250,David Spade as Citizen Kane ?,1
50257,It 's a great American adventure and a wonderful film to bring to IMAX .,4
50271,A glorious mess .,2
50274,"Never having seen the first two films in the series , I ca n't compare Friday After Next to them , but nothing would change the fact that what we have here is a load of clams left in the broiling sun for a good three days .",0
50316,... standard guns versus martial arts cliche with little new added .,3
50326,"Pratfalls aside , Barbershop gets its greatest play from the timeless spectacle of people really talking to each other .",3
50343,"tale will be all too familiar for anyone who 's seen George Roy Hill 's 1973 film , `` The Sting . ''",1
50367,"Showtime is n't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again .",1
50395,A savage John Waters-like humor that dances on the edge of tastelessness without ever quite falling over .,2
50415,"Victor Rosa is Leguizamo 's best movie work so far , a subtle and richly internalized performance .",4
50434,But it 's also disappointing to a certain degree .,1
50442,"Pete 's screenplay manages to find that real natural , even-flowing tone that few movies are able to accomplish .",4
50464,"This is a third-person story now , told by Hollywood , and much more ordinary for it .",1
50480,Fails to convince the audience that these brats will ever be anything more than losers .,1
50494,"It 's a smart , funny look at an arcane area of popular culture , and if it is n't entirely persuasive , it does give exposure to some talented performers .",3
50528,Does what should seem impossible : it makes serial killer Jeffrey Dahmer boring .,2
50541,`` One look at a girl in tight pants and big tits and you turn stupid ? '',1
50559,"This Chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare .",4
50579,"Pacino and Williams seem to keep upping the ante on each other , just as their characters do in the film .",4
50598,"A fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries .",4
50630,"The best didacticism is one carried by a strong sense of humanism , and Bertrand Tavernier 's oft-brilliant Safe Conduct -LRB- `` Laissez-passer '' -RRB- wears its heart on its sleeve .",4
50658,The movie is a little tired ; maybe the original inspiration has run its course .,2
50671,Schrader examines Crane 's decline with unblinking candor .,3
50681,"Like Edward Norton in American History X , Ryan Gosling -LRB- Murder By Numbers -RRB- delivers a magnetic performance .",4
50701,"If you love the music , and I do , its hard to imagine having more fun watching a documentary ...",4
50719,"But first , you have to give the audience a reason to want to put for that effort",1
50735,"As relationships shift , director Robert J. Siegel allows the characters to inhabit their world without cleaving to a narrative arc .",3
50758,"Contains all the substance of a Twinkie -- easy to swallow , but scarcely nourishing .",1
50773,"A minor work yet there 's no denying the potency of Miller 's strange , fleeting brew of hopeful perseverance and hopeless closure .",2
50801,Harks back to a time when movies had more to do with imagination than market research .,3
50818,"Like a Tarantino movie with heart , Alias Betty is richly detailed , deftly executed and utterly absorbing .",3
50837,"The Four Feathers is definitely horse feathers , but if you go in knowing that , you might have fun in this cinematic sandbox .",3
50860,Is truth stranger than fiction ?,2
50865,"Although it lacks the detail of the book , the film does pack some serious suspense .",3
50879,It 's a masterpeice .,4
50884,Diverting French comedy in which a husband has to cope with the pesky moods of jealousy .,2
50901,"A little too ponderous to work as shallow entertainment , not remotely incisive enough to qualify as drama , Monsoon Wedding serves mostly to whet one 's appetite for the Bollywood films .",1
50934,Feels untidily honest .,2
50938,"No big whoop , nothing new to see , zero thrills , too many flashbacks and a choppy ending make for a bad film .",0
50963,"Feels slight , as if it were an extended short , albeit one made by the smartest kids in class .",2
50983,A chilling tale of one of the great crimes of 20th Century France : the murder of two rich women by their servants in 1933 .,3
51008,The kind of movie that leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics .,1
51030,"S1M0NE 's satire is not subtle , but it is effective .",3
51041,"It 's all gratuitous before long , as if Schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story .",2
51072,"-LRB- Toback 's -RRB- fondness for fancy split-screen , stuttering editing and pompous references to Wittgenstein and Kirkegaard ... blends uneasily with the titillating material .",1
51103,The Cat 's Meow marks a return to form for director Peter Bogdanovich ...,3
51116,"The director mostly plays it straight , turning Leys ' fable into a listless climb down the social ladder .",1
51137,The limited sets and small confined and dark spaces also are homages to a classic low-budget film noir movie .,2
51158,"Has not so much been written as assembled , Frankenstein-like , out of other , marginally better shoot-em-ups .",2
51177,"But this time , the old MIB label stands for Milder Is n't Better .",1
51191,"Art-house to the core , Read My Lips is a genre-curling crime story that revives the free-wheeling noir spirit of old French cinema .",3
51213,"Based on Dave Barry 's popular book of the same name , the movie benefits from having a real writer plot out all of the characters ' moves and overlapping story .",3
51242,"Despite some charm and heart , this quirky soccer import is forgettable",1
51252,"The weird thing about The Santa Clause 2 , purportedly a children 's movie , is that there is nothing in it to engage children emotionally .",1
51273,This sci-fi techno-sex thriller starts out bizarre and just keeps getting weirder .,2
51287,Hip-hop rarely comes alive as its own fire-breathing entity in this picture .,1
51299,"The origin story is well told , and the characters will not disappoint anyone who values the original comic books .",2
51318,Inconsequential road-and-buddy pic .,1
51323,"If Disney 's Cinderella proved that ' a dream is a wish your heart makes , ' then Cinderella II proves that a nightmare is a wish a studio 's wallet makes .",1
51353,This strenuously unfunny Showtime deserves the hook .,0
51361,Jonathan Parker 's Bartleby should have been the be-all-end-all of the modern-office anomie films .,3
51379,He has a great cast and a great idea .,4
51388,"Ozpetek offers an AIDS subtext , skims over the realities of gay sex , and presents yet another tired old vision of the gay community as an all-inclusive world where uptight , middle class bores like Antonia can feel good about themselves .",0
51436,The movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man .,0
51455,"Hailed as a clever exercise in neo-Hitchcockianism , this clever and very satisfying picture is more accurately Chabrolian .",4
51476,"` Synthetic ' is the best description of this well-meaning , beautifully produced film that sacrifices its promise for a high-powered star pedigree .",1
51504,A no-holds-barred cinematic treat .,4
51508,"The Quiet American is n't a bad film , it 's just one that could easily wait for your pay per view dollar .",1
51525,"The animation and backdrops are lush and inventive , yet Return to Neverland never manages to take us to that elusive , lovely place where we suspend our disbelief .",2
51550,The fetid underbelly of fame has never looked uglier .,1
51563,Witless but watchable .,2
51565,A sensitive and astute first feature by Anne-Sophie Birot .,3
51576,The charms of the lead performances allow us to forget most of the film 's problems .,3
51589,A dark comedy that goes for sick and demented humor simply to do so .,1
51601,"Together , Miller , Kuras and the actresses make Personal Velocity into an intricate , intimate and intelligent journey .",3
51622,"A very well-meaning movie , and it will stand in future years as an eloquent memorial to the World Trade Center tragedy .",3
51647,"Though clearly well-intentioned , this cross-cultural soap opera is painfully formulaic and stilted .",1
51659,"With so many bad romances out there , this is the kind of movie that deserves a chance to shine .",3
51675,"-LRB- Shyamalan -RRB- continues to cut a swathe through mainstream Hollywood , while retaining an integrity and refusing to compromise his vision .",3
51698,"What redeems the film is the cast , particularly the Ya-Yas themselves .",3
51709,"The only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers .",0
51730,One thing is for sure : This movie does not tell you a whole lot about Lily Chou-Chou .,2
51747,`` Birthday Girl '' is an actor 's movie first and foremost .,3
51757,"Despite its floating narrative , this is a remarkably accessible and haunting film .",4
51770,"One of those movies that catches you up in something bigger than yourself , namely , an archetypal desire to enjoy good trash every now and then .",4
51797,Now I can see why people thought I was too hard on `` The Mothman Prophecies '' .,2
51816,The most anti-human big studio picture since 3000 Miles to Graceland .,2
51830,The only thing `` swept away '' is the one hour and thirty-three minutes spent watching this waste of time .,0
51849,A preposterously melodramatic paean to gang-member teens in Brooklyn circa 1958 .,2
51865,Jacquot 's strategy allows his cast the benefit of being able to give full performances ... while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself .,3
51898,Visually captivating .,4
51900,"Unfortunately , that 's precisely what Arthur Dong 's Family Fundamentals does .",1
51911,"While Hollywood Ending has its share of belly laughs -LRB- including a knockout of a closing line -RRB- , the movie winds up feeling like a great missed opportunity .",1
51938,The film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative .,1
51967,Our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender -- and I know this because I 've seen ` jackass : the movie . ',0
52006,Nothing short of a masterpiece -- and a challenging one .,4
52015,"Frankly , it 's kind of insulting , both to men and women .",0
52027,"A respectable but uninspired thriller that 's intelligent and considered in its details , but ultimately weak in its impact .",2
52046,One of the worst movies of the year .,0
52052,"Ignore the reputation , and ignore the film .",1
52059,Predictably soulless techno-tripe .,0
52063,"This English-language version ... does full honor to Miyazaki 's teeming and often unsettling landscape , and to the conflicted complexity of his characters .",2
52087,The skills of a calculus major at M.I.T. are required to balance all the formulaic equations in the long-winded heist comedy Who Is Cletis Tout ?,1
52119,"Expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women .",3
52145,Nicholson 's understated performance is wonderful .,4
52150,It 's just that it 's so not-at-all-good .,1
52159,I suspect that there are more interesting ways of dealing with the subject .,1
52170,"It 's a quirky , off-beat project .",3
52178,"We have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat .",1
52215,"Stuffy , full of itself , morally ambiguous and nothing to shout about .",1
52230,"As the dominant Christine , Sylvie Testud is icily brilliant .",3
52244,"The effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable .",0
52262,Viva le Resistance !,3
52267,Every child 's story is what matters .,2
52275,Spend your Benjamins on a matinee .,2
52282,... a lesson in prehistoric hilarity .,2
52289,"A tone of rueful compassion ... reverberates throughout this film , whose meaning and impact is sadly heightened by current world events .",3
52312,"The overall fabric is hypnotic , and Mr. Mattei fosters moments of spontaneous intimacy .",4
52328,"If there was any doubt that Peter O'Fallon did n't have an original bone in his body , A Rumor of Angels should dispel it .",0
52354,The animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst .,4
52375,"Choppy , overlong documentary about ` The Lifestyle . '",1
52384,"Due to stodgy , soap opera-ish dialogue , the rest of the cast comes across as stick figures reading lines from a TelePrompTer .",0
52405,I have n't laughed that hard in years !,4
52411,"With a cast of A-list Brit actors , it is worth searching out .",4
52424,The new film of Anton Chekhov 's The Cherry Orchard puts the ` ick ' in ` classic . ',1
52444,"The movie is well crafted , and well executed .",4
52450,It 's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother\/daughter pair .,4
52477,Would Benigni 's Italian Pinocchio have been any easier to sit through than this hastily dubbed disaster ?,0
52492,"Despite an overwrought ending , the film works as well as it does because of the performances .",3
52506,"Cinematic pyrotechnics aside , the only thing Avary seems to care about are mean giggles and pulchritude .",1
52523,"The good is very , very good ... The rest runs from mildly unimpressive to despairingly awful .",2
52539,"Watching these two actors play against each other so intensely , but with restraint , is a treat .",3
52556,What 's the most positive thing that can be said about the new Rob Schneider vehicle ?,2
52571,Too infuriatingly quirky and taken with its own style .,1
52581,"Watching Queen of the Damned is like reading a research paper , with special effects tossed in .",1
52596,Adam Sandler 's Eight Crazy Nights grows on you -- like a rash .,0
52609,"The actresses may have worked up a back story for the women they portray so convincingly , but viewers do n't get enough of that background for the characters to be involving as individuals rather than types .",2
52643,A complex psychological drama about a father who returns to his son 's home after decades away .,3
52659,"The movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it .",0
52689,A minor film with major pleasures from Portuguese master Manoel de Oliviera ...,4
52704,"For VeggieTales fans , this is more appetizing than a side dish of asparagus .",4
52721,"If the real-life story is genuinely inspirational , the movie stirs us as well .",4
52734,-LRB- Gayton 's script -RRB- telegraphs every discovery and layers on the gloss of convenience .,3
52753,"No , it 's not as single-minded as John Carpenter 's original , but it 's sure a lot smarter and more unnerving than the sequels .",3
52775,"This starts off with a 1950 's Doris Day feel and it gets very ugly , very fast .",1
52794,"Blessed with two fine , nuanced lead performances .",3
52802,What 's next ?,3
52805,"If you 're paying attention , the `` big twists '' are pretty easy to guess - but that does n't make the movie any less entertaining .",2
52831,"If you 're a comic fan , you ca n't miss it .",4
52841,Earnest and heartfelt but undernourished and plodding .,3
52848,"Fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .",4
52871,Pipe Dream does have its charms .,3
52877,What could have been a pointed little chiller about the frightening seductiveness of new technology loses faith in its own viability and succumbs to joyless special-effects excess .,2
52908,Brosnan is more feral in this film than I 've seen him before and Halle Berry does her best to keep up with him .,3
52931,"Director Carl Franklin , so crisp and economical in One False Move , bogs down in genre cliches here .",3
52953,"A thoughtful , reverent portrait of what is essentially a subculture , with its own rules regarding love and family , governance and hierarchy .",4
52978,But ticket-buyers with great expectations will wind up as glum as Mr. De Niro .,0
52994,"From its nauseating spinning credits sequence to a very talented but underutilized supporting cast , Bartleby squanders as much as it gives out .",1
53017,"-LRB- Davis -RRB- wants to cause his audience an epiphany , yet he refuses to give us real situations and characters .",1
53035,But darned if it does n't also keep us riveted to our seats .,4
53050,Rashomon-for-dipsticks tale .,0
53053,"Good actors have a radar for juicy roles -- there 's a plethora of characters in this picture , and not one of them is flat .",3
53078,A genuine mind-bender .,3
53082,This bracingly truthful antidote to Hollywood teenage movies that slather Clearasil over the blemishes of youth captures the combustible mixture of a chafing inner loneliness and desperate grandiosity that tend to characterize puberty .,3
53124,An unexpectedly sweet story of sisterhood .,3
53130,"Ultimately , Jane learns her place as a girl , softens up and loses some of the intensity that made her an interesting character to begin with .",2
53156,"It 's a beautiful film , full of elaborate and twisted characters - and it 's also pretty funny .",4
53173,"It 's an ambitious film , and as with all ambitious films , it has some problems .",3
53190,Nothing too deep or substantial .,1
53196,Disney again ransacks its archives for a quick-buck sequel .,1
53208,"A vivid , spicy footnote to history , and a movie that grips and holds you in rapt attention from start to finish .",3
53233,"Without a fresh infusion of creativity , 4Ever is neither a promise nor a threat so much as wishful thinking .",1
53255,"Despite its flaws , Crazy as Hell marks an encouraging new direction for La Salle .",3
53268,A low-key labor of love that strikes a very resonant chord .,3
53279,"The movie attempts to mine laughs from a genre -- the gangster\/crime comedy -- that wore out its welcome with audiences several years ago , and its cutesy reliance on movie-specific cliches is n't exactly endearing .",1
53317,"The urban landscapes are detailed down to the signs on the kiosks , and the color palette , with lots of somber blues and pinks , is dreamy and evocative .",4
53348,Cho 's latest comic set is n't as sharp or as fresh as I 'm the One That I Want ... but it 's still damn funny stuff .,3
53367,"While it is welcome to see a Chinese film depict a homosexual relationship in a mature and frank fashion , Lan Yu never catches dramatic fire .",1
53397,"The real triumphs in Igby come from Philippe , who makes Oliver far more interesting than the character 's lines would suggest , and Sarandon , who could n't be better as a cruel but weirdly likable WASP matron .",3
53438,"A plethora of engaging diatribes on the meaning of ` home , ' delivered in grand passion by the members of the various households .",3
53463,A coming-of-age film,2
53488,"Ourside the theatre Roger might be intolerable company , but inside it he 's well worth spending some time with .",4
53509,"Despite its visual virtuosity , ` Naqoyqatsi ' is banal in its message and the choice of material to convey it .",1
53530,"Stealing Harvard does n't care about cleverness , wit or any other kind of intelligent humor .",0
53547,"What I saw , I enjoyed .",4
53553,"The Sum of All Fears pretends to be a serious exploration of nuclear terrorism , but it 's really nothing more than warmed-over Cold War paranoia .",0
53576,Morton deserves an Oscar nomination .,4
53582,A sentimental mess that never rings true .,0
53590,"Some episodes work , some do n't .",1
53595,"For those of an indulgent , slightly sunbaked and summery mind , Sex and Lucia may well prove diverting enough .",3
53617,Represents the depths to which the girls-behaving-badly film has fallen .,1
53628,Pompous and garbled .,0
53632,"A depressingly retrograde , ` post-feminist ' romantic comedy that takes an astonishingly condescending attitude toward women .",0
53653,"Although sensitive to a fault , it 's often overwritten , with a surfeit of weighty revelations , flowery dialogue , and nostalgia for the past and roads not taken .",1
53687,Its almost too-spectacular coastal setting distracts slightly from an eccentric and good-naturedly aimless story .,3
53705,But it was n't .,1
53708,Horns and Halos benefits from serendipity but also reminds us of our own responsibility to question what is told as the truth .,3
53731,This is one of those war movies that focuses on human interaction rather than battle and action sequences ... and it 's all the stronger because of it .,4
53758,Writer-director Juan Carlos Fresnadillo makes a feature debut that is fully formed and remarkably assured .,4
53776,"But this new jangle of noise , mayhem and stupidity must be a serious contender for the title .",0
53795,A quiet family drama with a little bit of romance and a dose of darkness .,3
53809,"Children of the Century , though well dressed and well made , ultimately falls prey to the contradiction that afflicts so many movies about writers .",2
53836,"If Festival in Cannes nails hard - boiled Hollywood argot with a bracingly nasty accuracy , much about the film , including some of its casting , is frustratingly unconvincing .",1
53865,"A woefully dull , redundant concept that bears more than a whiff of exploitation , despite Iwai 's vaunted empathy .",0
53887,My Wife Is an Actress works as well as it does because -LRB- the leads -RRB- are such a companionable couple .,3
53907,It asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up .,3
53927,Martyr gets royally screwed and comes back for more .,2
53938,"Scotland , PA is entirely too straight-faced to transcend its clever concept .",1
53949,Miller has crafted an intriguing story of maternal instincts and misguided acts of affection .,3
53964,Often silly -- and gross -- but it 's rarely as moronic as some campus gross-out films .,1
53982,"The gags , and the script , are a mixed bag .",1
53992,A crisply made movie that is no more than mildly amusing .,2
54002,Terrific casting and solid execution give all three stories life .,3
54012,Promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents ' anguish .,3
54036,"The characters ... are paper-thin , and their personalities undergo radical changes when it suits the script .",0
54052,"What makes Barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies .",3
54080,Nothing more than four or five mild chuckles surrounded by 86 minutes of overly-familiar and poorly-constructed comedy .,1
54097,"Sure , it 's contrived and predictable , but its performances are so well tuned that the film comes off winningly , even though it 's never as solid as you want it to be .",3
54127,"I never thought I 'd say this , but I 'd much rather watch teens poking their genitals into fruit pies !",1
54150,"Informative , intriguing , observant , often touching ... gives a human face to what 's often discussed in purely abstract terms .",4
54174,"Whatever heartwarming scene the impressively discreet filmmakers may have expected to record with their mini DV , they show a remarkable ability to document both sides of this emotional car-wreck .",4
54207,A humorless journey into a philosophical void .,0
54215,The movie is essentially a series of fleetingly interesting actors ' moments .,2
54224,The plot twists give I Am Trying to Break Your Heart an attraction it desperately needed .,3
54238,"An action\/thriller of the finest kind , evoking memories of Day of the Jackal , The French Connection , and Heat .",4
54262,The drama discloses almost nothing .,1
54268,It 's time to let your hair down -- Greek style .,2
54279,"Wilco fans will have a great time , and the movie should win the band a few new converts , too .",3
54300,"The jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .",0
54319,A well-crafted film that is all the more remarkable because it achieves its emotional power and moments of revelation with restraint and a delicate ambiguity .,3
54344,"Unspools like a highbrow , low-key , 102-minute infomercial , blending entrepreneurial zeal with the testimony of satisfied customers .",2
54372,"A relatively effective little potboiler until its absurd , contrived , overblown , and entirely implausible finale .",2
54390,Half Past Dead is just such an achievement .,4
54395,"The re-release of Ron Howard 's Apollo 13 in the IMAX format proves absolutely that really , really , really good things can come in enormous packages .",3
54427,This long and relentlessly saccharine film is a clear case of preaching to the converted .,0
54439,"Short and sweet , but also more than anything else slight ... Tadpole pulls back from the consequences of its own actions and revelations .",3
54463,My Wife is an Actress has its moments in looking at the comic effects of jealousy .,4
54475,"In the end , Tuck Everlasting falls victim to that everlasting conundrum experienced by every human who ever lived : too much to do , too little time to do it in .",1
54507,You 'll find yourself wishing that you and they were in another movie .,0
54521,"Visually fascinating ... an often intense character study about fathers and sons , loyalty and duty .",3
54536,"Leading a double life in an American film only comes to no good , but not here .",2
54553,She allows each character to confront their problems openly and honestly .,3
54565,"Compulsively watchable , no matter how degraded things get .",3
54573,"If you can push on through the slow spots , you 'll be rewarded with some fine acting .",3
54592,The comedy makes social commentary more palatable .,2
54599,A film that loses sight of its own story .,1
54608,"Fontaine 's direction , especially her agreeably startling use of close-ups and her grace with a moving camera , creates sheerly cinematic appeal .",4
54632,"Funny , though .",2
54635,"Take any 12-year-old boy to see this picture , and he 'll be your slave for a year .",3
54653,"A solidly constructed , entertaining thriller that stops short of true inspiration .",3
54665,Snow Dogs finds its humour in a black man getting humiliated by a pack of dogs who are smarter than him,1
54684,I 'm not sure which will take longer to heal : the welt on Johnny Knoxville 's stomach from a riot-control projectile or my own tortured psyche .,0
54716,We do n't get paid enough to sit through crap like this .,0
54726,Too bad .,1
54728,But tongue-in-cheek preposterousness has always been part of For the most part Wilde 's droll whimsy helps `` Being Earnest '' overcome its weaknesses and Parker 's creative interference ...,3
54753,"By applying definition to both sides of the man , the picture realizes a fullness that does not negate the subject .",3
54773,Many insightful moments .,3
54776,"Zhuangzhuang creates delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does .",3
54807,"It never is , not fully .",2
54812,"... while certainly clever in spots , this too-long , spoofy update of Shakespeare 's Macbeth does n't sustain a high enough level of invention .",1
54840,"There 's an epic here , but you have to put it together yourself .",2
54853,But fans of the show should not consider this a diss .,2
54863,"Lillard and Cardellini earn their Scooby Snacks , but not anyone else .",2
54877,"Filmmakers Dana Janklowicz-Mann and Amir Mann area headed east , Far East , in retelling a historically significant , and personal , episode detailing how one international city welcomed tens of thousands of German Jewish refugees while the world 's democracie",3
54925,Really dumb but occasionally really funny .,2
54930,Does n't really add up to much .,1
54934,"Shadyac , who belongs with the damned for perpetrating Patch Adams , trots out every ghost trick from The Sixth Sense to The Mothman Prophecies .",2
54959,Zellweger 's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a,1
54987,Has a solid emotional impact .,3
54992,One of those unassuming films that sneaks up on you and stays with you long after you have left the theatre .,3
55014,"Let 's issue a moratorium , effective immediately , on treacly films about inspirational prep-school professors and the children they so heartwarmingly motivate .",3
55044,The same should go for movie theaters .,2
55051,Where 's the movie here ?,0
55055,"You come away from his film overwhelmed , hopeful and , perhaps paradoxically , illuminated .",3
55072,"Pull -LRB- s -RRB- off the rare trick of recreating not only the look of a certain era , but also the feel .",2
55093,"... unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted .",0
55116,Good performances keep it from being a total rehash .,3
55124,"What with the incessant lounge music playing in the film 's background , you may mistake Love Liza for an Adam Sandler Chanukah song .",2
55148,The modern-day royals have nothing on these guys when it comes to scandals .,1
55162,"A disoriented but occasionally disarming saga packed with moments out of an Alice in Wonderland adventure , a stalker thriller , and a condensed season of TV 's Big Brother .",3
55196,"Not as well-written as Sexy Beast , not as gloriously flippant as Lock , Stock and Two Smoking Barrels , but stylish and moody and exceptionally well-acted .",3
55229,"Killing time , that 's all that 's going on here .",0
55237,Puts on airs of a Hal Hartley wannabe film -- without the vital comic ingredient of the hilarious writer-director himself .,1
55258,"At once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future .",4
55289,He watches them as they float within the seas of their personalities .,3
55300,I did n't laugh .,1
55303,"In this film we at least see a study in contrasts ; the wide range of one actor , and the limited range of a comedian .",2
55325,There is simply not enough of interest onscreen to sustain its seventy-minute running time .,1
55338,The Master of Disguise represents Adam Sandler 's latest attempt to dumb down the universe .,1
55348,-LRB- A -RRB- stuporously solemn film .,2
55353,It 's sweet ... but just a little bit too precious at the start and a little too familiar at the end .,2
55369,"This is a truly , truly bad movie .",1
55377,Is Red Dragon worthy of a place alongside the other Hannibal movies ?,2
55389,"The fact is that the screen is most alive when it seems most likely that Broomfield 's interviewees , or even himself , will not be for much longer .",3
55416,"Despite its old-hat set-up and predictable plot , Empire still has enough moments to keep it entertaining .",3
55435,Poor Ben Bratt could n't find stardom if MapQuest emailed him point-to-point driving directions .,0
55454,"It wo n't harm anyone , but neither can I think of a very good reason to rush right out and see it .",2
55474,"At times , it actually hurts to watch .",0
55480,"Shyamalan takes a potentially trite and overused concept -LRB- aliens come to Earth -RRB- and infuses it into a rustic , realistic , and altogether creepy tale of hidden invasion .",3
55513,Y,2
55531,The Dangerous Lives of Altar Boys ' take on adolescence feels painfully true .,3
55542,Would I see it again ?,2
55546,"Why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?",0
55582,The entire movie establishes a wonderfully creepy mood .,4
55590,Taken outside the context of the current political climate -LRB- see : terrorists are more evil than ever ! -RRB-,1
55610,"A particularly joyless , and exceedingly dull , period coming-of-age tale .",0
55620,"It 's at once laughable and compulsively watchable , in its committed dumbness .",3
55633,Lacks depth .,1
55635,A tremendous piece of work .,4
55641,What 's surprising is how well it holds up in an era in which computer-generated images are the norm .,3
55658,I do n't think so .,1
55662,Koepp 's screenplay is n't nearly surprising or clever enough to sustain a reasonable degree of suspense on its own .,0
55679,"Better effects , better acting and a hilarious Kenneth Branagh .",4
55691,A derivative collection of horror and sci-fi cliches .,0
55699,Moonlight Mile gives itself the freedom to feel contradictory things .,3
55709,"What little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else .",0
55736,"Curiously , Super Troopers suffers because it does n't have enough vices to merit its 103-minute length .",1
55756,"`` What John does is heroic , but we do n't condone it , '' one of the film 's stars recently said , a tortuous comment that perfectly illustrates the picture 's moral schizophrenia .",2
55792,... hypnotically dull .,0
55796,"A graceful , moving tribute to the courage of New York 's finest and a nicely understated expression of the grief shared by the nation at their sacrifice .",4
55826,"She is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew .",3
